recency,history_segment,history,mens,womens,zip_code,newbie,channel,visit,conversion,spend,treatment
10,2) $100 - $200,175.57,0,1,Surburban,1,Phone,0,0,0.0,0
3,1) $0 - $100,50.04,0,1,Surburban,1,Web,0,0,0.0,1
5,1) $0 - $100,29.99,0,1,Rural,0,Web,0,0,0.0,0
1,3) $200 - $350,288.8,1,0,Surburban,1,Multichannel,0,0,0.0,0
11,2) $100 - $200,113.59,0,1,Surburban,1,Web,0,0,0.0,0
2,1) $0 - $100,67.26,0,1,Surburban,0,Phone,0,0,0.0,1
2,2) $100 - $200,199.7,1,0,Surburban,1,Phone,0,0,0.0,0
10,5) $500 - $750,570.1,0,1,Urban,1,Multichannel,0,0,0.0,0
1,1) $0 - $100,95.55,1,0,Surburban,1,Phone,0,0,0.0,0
8,2) $100 - $200,141.33,0,1,Surburban,0,Web,0,0,0.0,1
6,2) $100 - $200,103.97,1,0,Urban,0,Web,0,0,0.0,0
12,1) $0 - $100,81.06,1,0,Urban,1,Phone,0,0,0.0,1
9,2) $100 - $200,134.97,1,0,Rural,0,Web,0,0,0.0,0
9,3) $200 - $350,344.89,1,0,Surburban,1,Phone,0,0,0.0,0
8,"6) $750 - $1,000",964.65,1,1,Surburban,1,Phone,1,0,0.0,0
6,2) $100 - $200,176.79,1,0,Surburban,0,Phone,1,0,0.0,0
5,1) $0 - $100,29.99,0,1,Urban,1,Phone,0,0,0.0,1
11,1) $0 - $100,96.15,0,1,Surburban,1,Web,0,0,0.0,0
3,5) $500 - $750,708.62,0,1,Surburban,1,Phone,0,0,0.0,1
2,"7) $1,000 +",1533.26,1,1,Rural,1,Multichannel,0,0,0.0,0
11,3) $200 - $350,219.07,1,1,Rural,0,Phone,0,0,0.0,0
6,5) $500 - $750,741.23,1,1,Surburban,1,Phone,0,0,0.0,1
10,2) $100 - $200,130.92,1,0,Urban,1,Web,0,0,0.0,1
11,1) $0 - $100,29.99,1,0,Surburban,1,Phone,0,0,0.0,0
2,1) $0 - $100,34.66,1,0,Urban,0,Phone,0,0,0.0,0
2,3) $200 - $350,204.3,1,0,Surburban,1,Phone,0,0,0.0,0
10,3) $200 - $350,221.82,0,1,Surburban,1,Multichannel,0,0,0.0,0
2,3) $200 - $350,227.4,1,1,Urban,0,Web,1,0,0.0,1
10,3) $200 - $350,283.19,1,0,Surburban,1,Phone,0,0,0.0,0
3,2) $100 - $200,169.31,0,1,Surburban,0,Web,0,0,0.0,0
10,1) $0 - $100,45.43,1,0,Surburban,0,Web,0,0,0.0,1
5,2) $100 - $200,128.65,1,0,Surburban,1,Phone,0,0,0.0,0
3,"6) $750 - $1,000",771.98,1,1,Urban,1,Multichannel,1,0,0.0,0
2,1) $0 - $100,38.53,1,0,Urban,0,Phone,0,0,0.0,1
3,4) $350 - $500,479.15,1,0,Urban,0,Phone,0,0,0.0,0
9,1) $0 - $100,81.02,1,0,Urban,0,Phone,0,0,0.0,1
11,1) $0 - $100,29.99,0,1,Rural,0,Web,0,0,0.0,0
6,2) $100 - $200,140.21,1,0,Urban,0,Phone,0,0,0.0,1
6,3) $200 - $350,229.41,1,0,Surburban,0,Multichannel,0,0,0.0,1
8,1) $0 - $100,29.99,0,1,Surburban,0,Phone,0,0,0.0,1
2,4) $350 - $500,469.4,0,1,Urban,0,Web,0,0,0.0,1
5,3) $200 - $350,294.7,0,1,Surburban,1,Web,0,0,0.0,0
5,3) $200 - $350,323.52,1,1,Rural,0,Web,1,0,0.0,0
9,2) $100 - $200,181.1,1,0,Urban,0,Web,0,0,0.0,0
5,1) $0 - $100,55.19,0,1,Surburban,0,Web,0,0,0.0,0
12,2) $100 - $200,139.62,0,1,Surburban,0,Phone,0,0,0.0,0
7,4) $350 - $500,461.81,0,1,Urban,0,Multichannel,0,0,0.0,0
4,2) $100 - $200,188.02,0,1,Urban,0,Web,0,0,0.0,0
1,3) $200 - $350,281.13,1,0,Surburban,0,Web,1,0,0.0,1
5,2) $100 - $200,135.0,0,1,Urban,0,Phone,0,0,0.0,0
11,2) $100 - $200,163.91,0,1,Urban,0,Phone,0,0,0.0,0
10,3) $200 - $350,285.41,0,1,Surburban,0,Phone,0,0,0.0,1
10,1) $0 - $100,49.51,1,0,Urban,0,Phone,0,0,0.0,1
8,3) $200 - $350,213.06,0,1,Urban,0,Multichannel,0,0,0.0,0
11,3) $200 - $350,255.18,1,0,Urban,0,Phone,1,0,0.0,0
10,1) $0 - $100,86.47,1,0,Urban,1,Web,0,0,0.0,1
1,3) $200 - $350,342.74,1,1,Urban,1,Multichannel,0,0,0.0,0
1,2) $100 - $200,138.77,0,1,Rural,1,Web,1,0,0.0,1
11,2) $100 - $200,110.96,1,0,Urban,0,Phone,0,0,0.0,0
3,3) $200 - $350,331.22,1,0,Surburban,0,Multichannel,0,0,0.0,0
1,3) $200 - $350,280.93,1,1,Urban,1,Web,0,0,0.0,0
12,2) $100 - $200,193.05,1,0,Rural,0,Web,0,0,0.0,0
1,1) $0 - $100,29.99,1,0,Rural,0,Web,0,0,0.0,1
4,1) $0 - $100,34.24,1,0,Urban,0,Web,0,0,0.0,0
7,3) $200 - $350,310.6,1,0,Urban,1,Multichannel,0,0,0.0,0
5,2) $100 - $200,172.79,1,0,Surburban,0,Web,0,0,0.0,0
10,1) $0 - $100,29.99,0,1,Urban,1,Phone,0,0,0.0,1
11,2) $100 - $200,141.75,1,0,Surburban,0,Phone,0,0,0.0,1
11,2) $100 - $200,137.02,0,1,Urban,0,Web,0,0,0.0,1
9,2) $100 - $200,100.54,1,0,Rural,1,Phone,0,0,0.0,1
4,1) $0 - $100,29.99,1,0,Surburban,0,Web,0,0,0.0,0
10,2) $100 - $200,155.89,0,1,Surburban,1,Web,0,0,0.0,1
5,2) $100 - $200,110.57,0,1,Urban,0,Phone,0,0,0.0,1
3,4) $350 - $500,445.22,0,1,Surburban,0,Multichannel,0,0,0.0,0
2,4) $350 - $500,368.07,0,1,Surburban,1,Phone,0,0,0.0,0
3,"6) $750 - $1,000",871.28,1,1,Urban,1,Multichannel,0,0,0.0,0
8,4) $350 - $500,468.39,1,0,Rural,0,Multichannel,0,0,0.0,0
1,2) $100 - $200,122.07,1,0,Surburban,1,Phone,0,0,0.0,0
1,"7) $1,000 +",1262.47,1,0,Surburban,1,Multichannel,0,0,0.0,0
11,1) $0 - $100,74.12,0,1,Surburban,0,Web,0,0,0.0,1
10,1) $0 - $100,69.94,1,0,Surburban,1,Web,0,0,0.0,0
6,1) $0 - $100,69.44,0,1,Rural,1,Web,0,0,0.0,0
4,1) $0 - $100,32.19,0,1,Rural,0,Web,0,0,0.0,0
7,1) $0 - $100,29.99,1,0,Urban,0,Web,0,0,0.0,0
10,3) $200 - $350,317.05,0,1,Urban,0,Phone,0,0,0.0,1
7,1) $0 - $100,95.12,1,0,Surburban,0,Phone,0,0,0.0,1
4,1) $0 - $100,29.99,1,0,Urban,1,Phone,0,0,0.0,0
2,2) $100 - $200,187.07,0,1,Urban,0,Phone,0,0,0.0,0
2,3) $200 - $350,267.92,1,0,Rural,1,Multichannel,0,0,0.0,0
7,1) $0 - $100,45.0,0,1,Surburban,0,Web,0,0,0.0,1
7,1) $0 - $100,81.93,0,1,Surburban,1,Web,0,0,0.0,0
12,1) $0 - $100,86.79,0,1,Surburban,1,Phone,1,0,0.0,1
8,1) $0 - $100,47.95,1,0,Surburban,0,Web,0,0,0.0,1
9,1) $0 - $100,29.99,0,1,Rural,0,Phone,0,0,0.0,1
10,1) $0 - $100,74.11,0,1,Urban,1,Phone,0,0,0.0,0
10,1) $0 - $100,59.49,1,0,Surburban,1,Web,0,0,0.0,0
2,2) $100 - $200,123.92,0,1,Surburban,0,Web,1,0,0.0,0
2,1) $0 - $100,63.82,1,0,Surburban,0,Phone,0,0,0.0,0
7,2) $100 - $200,100.39,0,1,Urban,0,Phone,0,0,0.0,0
1,3) $200 - $350,208.76,1,1,Urban,1,Web,0,0,0.0,0
7,2) $100 - $200,165.39,1,0,Surburban,0,Phone,0,0,0.0,0
1,5) $500 - $750,506.56,1,1,Surburban,1,Phone,0,0,0.0,0
9,3) $200 - $350,238.99,1,0,Urban,0,Multichannel,0,0,0.0,0
10,1) $0 - $100,63.61,0,1,Urban,1,Web,0,0,0.0,1
3,1) $0 - $100,91.1,1,0,Urban,0,Web,1,0,0.0,1
2,4) $350 - $500,435.99,0,1,Urban,1,Phone,0,0,0.0,0
3,4) $350 - $500,395.67,1,0,Urban,1,Phone,1,0,0.0,1
2,3) $200 - $350,326.12,0,1,Surburban,0,Web,0,0,0.0,0
1,3) $200 - $350,260.39,1,1,Urban,0,Phone,1,0,0.0,0
10,1) $0 - $100,86.99,1,0,Surburban,1,Phone,0,0,0.0,0
7,1) $0 - $100,55.47,0,1,Surburban,1,Web,0,0,0.0,1
3,3) $200 - $350,344.97,1,0,Urban,0,Phone,0,0,0.0,1
11,1) $0 - $100,29.99,0,1,Urban,0,Phone,0,0,0.0,1
2,2) $100 - $200,118.14,0,1,Rural,1,Web,0,0,0.0,0
1,"7) $1,000 +",1151.99,1,1,Urban,1,Web,1,0,0.0,0
2,3) $200 - $350,321.22,0,1,Urban,0,Web,0,0,0.0,0
4,5) $500 - $750,637.71,1,1,Urban,1,Phone,0,0,0.0,0
2,1) $0 - $100,94.6,0,1,Urban,1,Phone,1,0,0.0,1
10,1) $0 - $100,81.07,0,1,Rural,0,Web,0,0,0.0,0
4,1) $0 - $100,36.72,1,0,Rural,0,Phone,1,0,0.0,0
5,5) $500 - $750,514.35,0,1,Rural,1,Multichannel,0,0,0.0,1
8,3) $200 - $350,340.97,1,1,Surburban,0,Phone,0,0,0.0,1
6,3) $200 - $350,208.27,0,1,Urban,0,Multichannel,0,0,0.0,1
9,1) $0 - $100,75.01,1,0,Surburban,0,Phone,0,0,0.0,1
8,"7) $1,000 +",1025.31,1,0,Surburban,1,Web,1,0,0.0,0
12,2) $100 - $200,103.58,0,1,Urban,0,Web,0,0,0.0,0
4,1) $0 - $100,92.62,1,0,Urban,0,Phone,0,0,0.0,1
6,1) $0 - $100,29.99,0,1,Surburban,1,Phone,0,0,0.0,1
5,3) $200 - $350,325.85,1,0,Surburban,0,Web,0,0,0.0,1
1,1) $0 - $100,29.99,1,0,Urban,1,Phone,0,0,0.0,1
6,3) $200 - $350,345.9,1,1,Rural,0,Multichannel,0,0,0.0,0
11,2) $100 - $200,181.8,1,0,Urban,0,Web,0,0,0.0,1
11,1) $0 - $100,38.94,1,0,Surburban,1,Phone,0,0,0.0,1
4,2) $100 - $200,127.43,0,1,Urban,1,Phone,0,0,0.0,1
10,2) $100 - $200,169.35,0,1,Surburban,0,Phone,0,0,0.0,0
1,1) $0 - $100,45.35,1,0,Surburban,1,Phone,0,0,0.0,0
3,4) $350 - $500,447.29,1,0,Surburban,0,Multichannel,0,0,0.0,1
10,1) $0 - $100,39.39,1,0,Surburban,0,Web,0,0,0.0,1
3,4) $350 - $500,390.34,1,0,Urban,0,Web,0,0,0.0,0
4,"6) $750 - $1,000",752.92,0,1,Urban,1,Multichannel,1,0,0.0,1
4,1) $0 - $100,29.99,1,0,Urban,0,Web,0,0,0.0,1
1,5) $500 - $750,593.07,0,1,Urban,1,Multichannel,0,0,0.0,0
6,"6) $750 - $1,000",833.65,1,1,Surburban,1,Web,0,0,0.0,1
10,2) $100 - $200,142.53,0,1,Surburban,1,Phone,1,0,0.0,1
4,1) $0 - $100,79.53,1,0,Urban,1,Web,0,0,0.0,0
1,1) $0 - $100,68.12,1,0,Surburban,1,Phone,0,0,0.0,0
4,1) $0 - $100,39.0,0,1,Rural,1,Web,0,0,0.0,0
7,2) $100 - $200,187.37,1,0,Rural,0,Phone,0,0,0.0,0
1,3) $200 - $350,260.3,1,0,Surburban,1,Multichannel,0,0,0.0,1
1,3) $200 - $350,287.13,1,0,Urban,0,Multichannel,0,0,0.0,1
12,"6) $750 - $1,000",947.0,1,1,Urban,1,Web,0,0,0.0,1
10,1) $0 - $100,60.52,0,1,Urban,1,Phone,0,0,0.0,0
10,1) $0 - $100,29.99,0,1,Surburban,0,Web,0,0,0.0,0
9,1) $0 - $100,51.98,1,0,Urban,1,Phone,1,0,0.0,1
1,1) $0 - $100,96.75,1,0,Urban,1,Phone,0,0,0.0,1
1,1) $0 - $100,93.0,1,0,Rural,0,Phone,1,0,0.0,1
7,2) $100 - $200,191.81,1,0,Surburban,0,Web,0,0,0.0,1
1,1) $0 - $100,63.38,1,0,Surburban,0,Web,0,0,0.0,1
1,1) $0 - $100,59.02,0,1,Surburban,1,Web,0,0,0.0,1
2,3) $200 - $350,334.55,0,1,Surburban,0,Phone,0,0,0.0,0
1,5) $500 - $750,636.87,1,1,Surburban,1,Multichannel,0,0,0.0,1
11,4) $350 - $500,394.19,0,1,Urban,0,Web,0,0,0.0,0
9,1) $0 - $100,29.99,0,1,Surburban,0,Web,0,0,0.0,1
4,1) $0 - $100,29.99,1,0,Surburban,1,Web,0,0,0.0,0
11,2) $100 - $200,151.73,0,1,Urban,0,Web,0,0,0.0,0
11,3) $200 - $350,326.43,1,0,Rural,1,Web,0,0,0.0,0
5,2) $100 - $200,175.45,1,0,Surburban,0,Phone,0,0,0.0,1
9,1) $0 - $100,55.32,1,0,Surburban,0,Phone,0,0,0.0,0
1,3) $200 - $350,269.78,1,0,Urban,0,Phone,0,0,0.0,0
12,1) $0 - $100,29.99,0,1,Surburban,0,Web,0,0,0.0,1
9,3) $200 - $350,310.79,0,1,Urban,0,Phone,0,0,0.0,1
11,1) $0 - $100,29.99,0,1,Urban,1,Phone,0,0,0.0,1
11,1) $0 - $100,54.77,0,1,Urban,0,Phone,0,0,0.0,1
1,4) $350 - $500,377.05,0,1,Surburban,1,Phone,0,0,0.0,1
3,1) $0 - $100,57.76,0,1,Urban,0,Phone,0,0,0.0,1
3,2) $100 - $200,113.02,0,1,Urban,0,Web,0,0,0.0,1
6,3) $200 - $350,231.45,1,1,Urban,0,Phone,1,0,0.0,1
1,"6) $750 - $1,000",890.26,1,0,Rural,1,Web,0,0,0.0,1
2,2) $100 - $200,101.74,1,0,Surburban,0,Web,0,0,0.0,1
10,3) $200 - $350,241.62,1,0,Surburban,1,Web,0,0,0.0,0
6,3) $200 - $350,214.26,1,0,Surburban,0,Multichannel,0,0,0.0,1
10,4) $350 - $500,354.75,1,0,Urban,0,Phone,1,1,111.84,0
11,5) $500 - $750,544.48,1,0,Urban,1,Multichannel,0,0,0.0,0
3,2) $100 - $200,159.1,1,0,Surburban,0,Web,0,0,0.0,0
10,2) $100 - $200,178.55,0,1,Urban,0,Web,0,0,0.0,1
3,2) $100 - $200,125.23,1,0,Surburban,0,Web,0,0,0.0,1
1,2) $100 - $200,113.93,1,0,Urban,0,Web,0,0,0.0,1
11,2) $100 - $200,127.65,0,1,Urban,0,Phone,0,0,0.0,1
2,"6) $750 - $1,000",824.52,1,1,Surburban,1,Multichannel,0,0,0.0,1
9,1) $0 - $100,39.53,1,0,Surburban,0,Web,0,0,0.0,1
10,1) $0 - $100,29.99,0,1,Rural,1,Phone,0,0,0.0,1
4,3) $200 - $350,299.92,1,0,Rural,0,Phone,0,0,0.0,0
5,2) $100 - $200,102.0,1,0,Rural,1,Web,0,0,0.0,1
5,4) $350 - $500,442.34,1,1,Surburban,1,Multichannel,0,0,0.0,0
2,1) $0 - $100,85.18,1,0,Surburban,1,Web,0,0,0.0,0
9,3) $200 - $350,275.91,0,1,Urban,0,Phone,0,0,0.0,1
11,4) $350 - $500,484.23,1,0,Surburban,0,Web,0,0,0.0,1
9,3) $200 - $350,241.54,1,1,Surburban,1,Web,0,0,0.0,0
10,1) $0 - $100,56.48,0,1,Surburban,1,Web,0,0,0.0,1
1,2) $100 - $200,193.84,1,0,Surburban,0,Web,0,0,0.0,0
9,3) $200 - $350,279.04,1,1,Surburban,1,Web,0,0,0.0,1
7,3) $200 - $350,260.57,0,1,Urban,0,Web,0,0,0.0,0
1,1) $0 - $100,29.99,1,0,Rural,1,Web,0,0,0.0,1
8,3) $200 - $350,334.77,0,1,Urban,0,Multichannel,0,0,0.0,1
4,"6) $750 - $1,000",859.8,1,1,Surburban,1,Multichannel,0,0,0.0,0
11,1) $0 - $100,29.99,1,0,Urban,0,Web,0,0,0.0,1
3,2) $100 - $200,128.4,0,1,Rural,1,Phone,0,0,0.0,1
1,1) $0 - $100,85.0,1,0,Surburban,0,Phone,0,0,0.0,1
6,2) $100 - $200,149.58,1,0,Urban,0,Phone,1,0,0.0,1
1,5) $500 - $750,670.84,1,0,Urban,1,Phone,0,0,0.0,0
4,3) $200 - $350,222.86,1,0,Urban,0,Web,1,0,0.0,1
6,"7) $1,000 +",1206.11,1,1,Surburban,1,Phone,0,0,0.0,1
11,1) $0 - $100,59.26,0,1,Urban,1,Phone,0,0,0.0,1
9,4) $350 - $500,437.82,0,1,Rural,0,Web,0,0,0.0,1
5,1) $0 - $100,75.76,1,0,Urban,0,Web,0,0,0.0,0
6,2) $100 - $200,161.43,0,1,Surburban,0,Web,1,0,0.0,1
9,1) $0 - $100,35.83,1,0,Surburban,0,Phone,0,0,0.0,0
10,1) $0 - $100,29.99,0,1,Surburban,1,Phone,0,0,0.0,1
1,4) $350 - $500,353.02,1,1,Urban,0,Phone,0,0,0.0,0
3,3) $200 - $350,209.83,0,1,Surburban,1,Web,0,0,0.0,1
9,3) $200 - $350,266.66,1,0,Surburban,1,Phone,0,0,0.0,0
5,4) $350 - $500,489.08,0,1,Surburban,1,Web,0,0,0.0,0
5,"6) $750 - $1,000",776.91,1,0,Rural,1,Multichannel,0,0,0.0,1
7,1) $0 - $100,84.42,0,1,Surburban,0,Web,0,0,0.0,0
4,1) $0 - $100,41.61,1,0,Surburban,1,Phone,0,0,0.0,1
2,1) $0 - $100,60.85,1,0,Surburban,0,Web,0,0,0.0,0
2,5) $500 - $750,624.32,1,0,Rural,1,Phone,0,0,0.0,1
2,2) $100 - $200,160.28,0,1,Urban,0,Phone,0,0,0.0,1
2,1) $0 - $100,52.96,0,1,Rural,1,Phone,1,0,0.0,0
2,2) $100 - $200,148.34,1,0,Rural,0,Web,0,0,0.0,1
7,1) $0 - $100,50.05,0,1,Surburban,0,Web,0,0,0.0,0
5,2) $100 - $200,110.46,0,1,Urban,0,Web,1,0,0.0,1
4,1) $0 - $100,72.27,0,1,Rural,0,Web,0,0,0.0,1
12,5) $500 - $750,505.32,1,0,Surburban,1,Phone,0,0,0.0,0
10,1) $0 - $100,37.99,0,1,Urban,0,Web,0,0,0.0,0
3,3) $200 - $350,203.72,0,1,Surburban,1,Phone,0,0,0.0,0
2,3) $200 - $350,270.8,1,1,Surburban,0,Phone,0,0,0.0,0
3,1) $0 - $100,29.99,1,0,Surburban,1,Phone,0,0,0.0,0
10,1) $0 - $100,43.83,0,1,Urban,0,Web,0,0,0.0,0
3,2) $100 - $200,129.62,1,0,Urban,0,Web,0,0,0.0,1
10,1) $0 - $100,30.64,1,0,Surburban,0,Phone,0,0,0.0,1
8,4) $350 - $500,462.76,1,0,Urban,0,Multichannel,0,0,0.0,1
1,1) $0 - $100,29.99,0,1,Urban,0,Web,0,0,0.0,1
8,"7) $1,000 +",1074.19,0,1,Urban,1,Multichannel,0,0,0.0,1
2,4) $350 - $500,428.0,1,0,Urban,0,Multichannel,0,0,0.0,0
3,2) $100 - $200,183.09,0,1,Urban,0,Phone,0,0,0.0,1
9,3) $200 - $350,236.93,1,1,Urban,0,Phone,0,0,0.0,1
8,5) $500 - $750,539.55,1,0,Surburban,1,Multichannel,0,0,0.0,1
5,1) $0 - $100,66.23,1,0,Surburban,0,Web,0,0,0.0,1
6,2) $100 - $200,106.52,1,0,Rural,0,Web,0,0,0.0,1
1,2) $100 - $200,131.05,0,1,Urban,1,Web,0,0,0.0,0
11,2) $100 - $200,121.64,1,0,Surburban,0,Web,0,0,0.0,0
1,1) $0 - $100,29.99,1,0,Urban,1,Phone,0,0,0.0,0
8,1) $0 - $100,29.99,0,1,Rural,1,Web,0,0,0.0,1
9,1) $0 - $100,90.82,0,1,Surburban,0,Web,0,0,0.0,1
2,2) $100 - $200,130.93,0,1,Urban,1,Phone,0,0,0.0,0
10,1) $0 - $100,56.22,0,1,Urban,0,Phone,0,0,0.0,1
5,2) $100 - $200,178.45,1,0,Urban,1,Web,1,0,0.0,1
5,3) $200 - $350,201.22,1,0,Urban,0,Phone,0,0,0.0,1
3,1) $0 - $100,29.99,1,0,Surburban,0,Phone,0,0,0.0,1
10,3) $200 - $350,261.89,0,1,Rural,0,Web,0,0,0.0,1
9,1) $0 - $100,54.57,0,1,Surburban,0,Web,0,0,0.0,0
10,1) $0 - $100,69.79,0,1,Urban,0,Phone,0,0,0.0,0
1,2) $100 - $200,102.53,0,1,Surburban,1,Web,0,0,0.0,0
10,1) $0 - $100,29.99,1,0,Urban,0,Phone,0,0,0.0,0
5,4) $350 - $500,476.15,1,0,Surburban,0,Web,1,0,0.0,0
9,4) $350 - $500,364.71,1,1,Surburban,0,Web,0,0,0.0,1
10,2) $100 - $200,153.51,0,1,Surburban,0,Web,0,0,0.0,1
12,2) $100 - $200,166.29,1,0,Rural,0,Phone,0,0,0.0,1
2,1) $0 - $100,99.48,1,0,Surburban,0,Phone,0,0,0.0,0
1,3) $200 - $350,297.89,1,1,Rural,1,Phone,0,0,0.0,1
9,1) $0 - $100,49.7,0,1,Rural,0,Phone,1,0,0.0,1
9,1) $0 - $100,29.99,0,1,Surburban,0,Phone,0,0,0.0,0
2,"7) $1,000 +",1672.21,1,0,Rural,1,Web,0,0,0.0,1
10,2) $100 - $200,131.86,1,0,Urban,0,Web,0,0,0.0,1
1,4) $350 - $500,495.72,1,0,Urban,0,Phone,0,0,0.0,1
2,3) $200 - $350,279.73,0,1,Surburban,0,Phone,0,0,0.0,1
11,4) $350 - $500,388.71,0,1,Surburban,0,Web,0,0,0.0,0
9,2) $100 - $200,147.44,1,0,Surburban,1,Web,0,0,0.0,0
3,1) $0 - $100,51.58,0,1,Rural,1,Web,0,0,0.0,0
9,1) $0 - $100,62.56,0,1,Urban,1,Phone,0,0,0.0,1
1,2) $100 - $200,180.46,1,0,Urban,1,Web,0,0,0.0,1
4,2) $100 - $200,179.96,0,1,Urban,0,Web,0,0,0.0,0
6,2) $100 - $200,144.06,0,1,Urban,1,Web,0,0,0.0,1
9,1) $0 - $100,29.99,0,1,Urban,1,Phone,0,0,0.0,1
8,1) $0 - $100,29.99,0,1,Urban,0,Web,0,0,0.0,1
5,4) $350 - $500,383.8,1,0,Surburban,0,Web,0,0,0.0,1
2,1) $0 - $100,34.11,1,0,Urban,0,Phone,0,0,0.0,0
6,3) $200 - $350,254.41,0,1,Urban,1,Multichannel,0,0,0.0,0
2,4) $350 - $500,460.06,1,0,Surburban,0,Multichannel,0,0,0.0,1
6,1) $0 - $100,49.84,0,1,Surburban,1,Web,0,0,0.0,0
10,2) $100 - $200,114.42,1,0,Rural,1,Phone,0,0,0.0,1
3,1) $0 - $100,77.37,0,1,Urban,1,Web,1,0,0.0,1
10,3) $200 - $350,287.58,1,0,Surburban,0,Phone,0,0,0.0,0
2,3) $200 - $350,315.31,1,0,Rural,0,Web,0,0,0.0,0
2,3) $200 - $350,241.79,1,0,Surburban,1,Web,0,0,0.0,1
2,4) $350 - $500,446.97,0,1,Urban,1,Phone,0,0,0.0,1
2,4) $350 - $500,466.78,0,1,Surburban,0,Phone,1,0,0.0,1
11,2) $100 - $200,140.42,0,1,Urban,1,Phone,0,0,0.0,1
4,2) $100 - $200,114.9,0,1,Surburban,0,Web,0,0,0.0,1
2,3) $200 - $350,203.13,0,1,Rural,0,Phone,0,0,0.0,0
1,1) $0 - $100,65.3,0,1,Surburban,0,Web,0,0,0.0,1
10,4) $350 - $500,492.11,1,1,Urban,1,Multichannel,0,0,0.0,1
1,"7) $1,000 +",1106.6,1,1,Surburban,1,Phone,0,0,0.0,0
7,1) $0 - $100,29.99,1,0,Surburban,1,Web,1,0,0.0,1
3,2) $100 - $200,106.0,1,0,Rural,1,Phone,0,0,0.0,0
2,2) $100 - $200,167.72,0,1,Urban,0,Web,1,0,0.0,0
10,2) $100 - $200,153.08,1,0,Surburban,0,Web,0,0,0.0,1
3,1) $0 - $100,73.13,0,1,Surburban,0,Web,0,0,0.0,0
3,5) $500 - $750,667.37,0,1,Surburban,1,Web,0,0,0.0,0
7,2) $100 - $200,172.23,1,0,Urban,1,Web,1,0,0.0,1
1,1) $0 - $100,35.1,0,1,Rural,0,Phone,1,0,0.0,1
5,2) $100 - $200,109.45,1,0,Urban,0,Phone,0,0,0.0,0
3,4) $350 - $500,359.34,0,1,Urban,1,Phone,0,0,0.0,1
4,2) $100 - $200,153.29,0,1,Rural,0,Web,0,0,0.0,0
7,3) $200 - $350,224.1,0,1,Urban,0,Phone,0,0,0.0,1
5,2) $100 - $200,109.84,0,1,Surburban,1,Web,0,0,0.0,0
1,1) $0 - $100,43.03,1,0,Surburban,0,Phone,0,0,0.0,0
10,1) $0 - $100,29.99,1,0,Urban,1,Phone,0,0,0.0,1
12,1) $0 - $100,88.73,1,0,Urban,1,Web,0,0,0.0,1
1,1) $0 - $100,46.71,1,0,Surburban,1,Phone,1,0,0.0,1
10,1) $0 - $100,29.99,0,1,Surburban,1,Phone,0,0,0.0,0
5,3) $200 - $350,258.91,0,1,Urban,1,Web,1,0,0.0,1
11,2) $100 - $200,122.43,1,0,Surburban,1,Web,0,0,0.0,0
9,2) $100 - $200,199.62,0,1,Urban,1,Phone,0,0,0.0,1
4,2) $100 - $200,127.75,1,0,Surburban,1,Web,0,0,0.0,1
3,2) $100 - $200,152.43,0,1,Surburban,1,Phone,0,0,0.0,0
6,5) $500 - $750,735.79,1,1,Rural,1,Multichannel,0,0,0.0,0
11,5) $500 - $750,578.89,0,1,Urban,1,Multichannel,0,0,0.0,1
4,1) $0 - $100,44.92,0,1,Surburban,0,Phone,0,0,0.0,0
5,2) $100 - $200,110.35,0,1,Rural,1,Phone,0,0,0.0,0
5,2) $100 - $200,122.52,0,1,Surburban,1,Web,0,0,0.0,1
6,3) $200 - $350,303.11,1,1,Rural,0,Phone,1,0,0.0,0
6,5) $500 - $750,549.78,1,0,Surburban,1,Web,0,0,0.0,1
10,3) $200 - $350,258.12,1,0,Rural,0,Phone,0,0,0.0,1
10,2) $100 - $200,151.66,1,0,Surburban,1,Web,0,0,0.0,1
10,3) $200 - $350,256.84,0,1,Surburban,0,Multichannel,0,0,0.0,0
4,5) $500 - $750,519.79,1,0,Urban,1,Multichannel,0,0,0.0,1
1,4) $350 - $500,443.51,0,1,Rural,0,Multichannel,1,0,0.0,0
1,1) $0 - $100,29.99,0,1,Urban,0,Phone,0,0,0.0,1
4,1) $0 - $100,78.68,0,1,Urban,0,Phone,0,0,0.0,1
1,1) $0 - $100,29.99,0,1,Urban,0,Phone,0,0,0.0,0
3,1) $0 - $100,50.33,0,1,Rural,0,Phone,0,0,0.0,0
11,1) $0 - $100,65.83,1,0,Rural,0,Web,0,0,0.0,0
1,1) $0 - $100,79.69,0,1,Urban,0,Phone,0,0,0.0,1
10,1) $0 - $100,41.7,0,1,Surburban,1,Web,0,0,0.0,1
3,1) $0 - $100,87.46,0,1,Surburban,1,Web,0,0,0.0,0
12,1) $0 - $100,55.69,1,0,Urban,0,Web,0,0,0.0,1
5,2) $100 - $200,114.94,0,1,Surburban,0,Phone,0,0,0.0,0
8,2) $100 - $200,130.29,1,0,Urban,0,Web,1,0,0.0,0
2,4) $350 - $500,400.18,1,1,Surburban,0,Phone,0,0,0.0,0
6,3) $200 - $350,323.57,1,0,Urban,0,Phone,0,0,0.0,1
3,1) $0 - $100,77.15,1,0,Surburban,0,Web,1,0,0.0,1
11,3) $200 - $350,245.93,1,0,Surburban,0,Phone,1,0,0.0,0
